#keys:A S D J K L
#columns:6
#offset:0.0

0.777,1
1.281,2
1.388,3
1.552,2
1.769,5
2.170,4
3.143,6
3.216,5
3.304,4
4.280,1
4.621,2
5.359,3
5.377,2
5.906,1
5.909,6
6.211,5
7.077,3
7.183,2
7.391,1
7.697,6
8.526,4
8.703,5
8.904,6
9.191,1
9.481,2
9.777,3
10.109,5
10.344,6
10.631,5
10.855,2
10.991,5
11.099,2
11.222,5
11.399,2
11.582,5
11.935,4
12.178,3
12.512,5
12.837,1
13.150,6
13.420,2
13.653,5
13.904,3
14.260,4
14.537,2
14.788,5
15.031,1
15.310,6
15.617,2
15.831,5
16.207,3
16.425,4
16.525,2
16.695,5
16.865,1
17.193,6
17.326,2
17.473,5
17.605,3
17.784,4
17.931,2
18.118,5
18.270,3
18.405,6
18.575,1
18.757,5
18.892,2
19.087,4
19.260,3
19.468,5
19.648,2
19.771,6
19.953,1
21.896,4
22.168,5
22.345,6
22.580,2
22.941,1
23.258,3
23.453,4
23.600,5
23.778,5
24.938,6
25.056,1
25.271,2
25.449,3
25.739,4
25.938,5
26.146,6
26.462,5
26.630,5
27.598,1
27.960,2
28.116,3
28.312,4
28.543,5
28.781,6
29.014,5
29.302,4
29.572,6
29.895,5
30.195,5
30.336,4
30.650,4
30.994,1
31.199,2
31.320,3
31.782,2
31.949,4
32.136,5
32.149,3
32.450,5
32.775,2
32.972,4
33.153,3
33.333,5
33.855,6
35.158,1
35.410,2
35.727,4
36.034,5
36.319,6
36.881,3
37.500,2
39.029,1
39.193,2
39.344,3
39.659,4
39.919,5
40.155,6
40.379,5
40.615,4
41.181,3
41.304,2
41.480,2
41.683,1
41.928,2
42.070,3
42.342,4
42.576,5
42.774,5
42.989,5
43.185,5
44.040,1
44.257,2
44.506,3
44.767,4
45.077,5
45.391,6
45.616,1
45.813,2
45.978,3
46.165,3
46.687,4
46.894,5
47.207,6
47.442,5
47.759,4
48.027,1
48.217,2
48.459,3
48.718,2
48.909,2
49.809,6
50.213,4
50.449,5
51.041,1
51.293,2
51.475,3
51.746,3
51.931,3
52.519,1
52.734,2
52.849,3
53.119,4
53.464,5
53.688,6
53.982,4
54.246,5
54.499,6
55.677,1
55.890,2
56.126,3
56.368,4
56.575,5
56.793,6
57.040,5
57.226,5
57.539,4
57.744,1
57.988,2
58.205,3
58.384,3
58.565,3
58.862,4
59.040,5
59.322,5
59.565,6
59.823,2
60.077,2
60.356,3
60.670,1
60.886,2
61.075,3
61.289,3
61.463,3
61.696,4
61.893,5
62.533,5
62.759,5
62.965,5
63.208,2
63.467,4
64.216,1
64.485,2
64.629,3
64.825,4
65.178,5
65.383,6
